freq,500000,100000,20000,4000,800,125
300,1.15695284934512,2.76399507287138,4.36153988179153,5.91354574513976,7.27685058803495,8.22782687789699
300,1.15695284934512,2.76399507287138,4.36153988179153,5.91354574513976,7.27685058803495,8.22782687789699
300,1.15695284934512,2.76399507287138,4.36153988179153,5.91354574513976,7.27685058803495,8.22782687789699
431,1.15669104072572,2.76268984329949,4.3551074125816,5.88353547562192,7.16433392063696,7.95914775257083
462,1.1566290960423,2.76238122129428,4.35359126038253,5.87656367182893,7.13946300372025,7.90489122699332
469,1.15661510906418,2.76231154563445,4.35324922133788,5.87499609788796,7.13393157910702,7.89303672745877
478,1.15659712609405,2.76222196977608,4.35280962868665,5.87298424966271,7.12686441188393,7.87799885009423
499,1.15655516708799,2.7620129906384,4.35178466337252,5.86830561798024,7.11056603015081,7.84376567845198
538,1.15647724789016,2.76162500235277,4.34988393906317,5.85967438148163,7.08098480613324,7.78314105663555
652,1.15624951888669,2.76049174511135,4.34434860082187,5.83486353318286,6.99921885143667,7.62447569645376
680,1.15619359337945,2.76021359757216,4.34299371819905,5.82886265790972,6.98011868006325,7.58907376940285
680,1.15619359337945,2.76021359757216,4.34299371819905,5.82886265790972,6.98011868006325,7.58907376940285
687,1.15617961249133,2.76014407277413,4.34265528417836,5.82736804889871,6.97540010036126,7.58041570665973
725,1.15610371965198,2.75976673676186,4.34082006681792,5.81929320689357,6.9501663577799,7.53467969733705
733,1.15608774294602,2.75968731574106,4.34043413406191,5.81760151691516,6.9449341679496,7.52531194733345
737,1.15607975468875,2.75964760759592,4.34024122352357,5.81675674389766,6.94232830328282,7.52066077615772
777,1.15599987562561,2.75925061284097,4.33831416217663,5.80834803343145,6.91663645985837,7.47530152675879
834,1.1558860589841,2.7586851674881,4.33557450027702,5.79648648555798,6.88112977140146,7.41402497193797
863,1.15582815724334,2.75839760743316,4.33418351269154,5.79050523641763,6.86353756762848,7.38423334907354
863,1.15582815724334,2.75839760743316,4.33418351269154,5.79050523641763,6.86353756762848,7.38423334907354
867,1.15582017105944,2.75835795046593,4.33399180408803,5.78968303698796,6.86113516407062,7.38019293953654
879,1.1557962128904,2.75823898899939,4.33341689869204,5.78722048700558,6.85396238974387,7.36816874656974
890,1.15577425173967,2.75812995341899,4.3328901922708,5.78496846435249,6.84743223890429,7.35727215534552
924,1.15570637486829,2.75779300949714,4.33126394233091,5.77803955951707,6.82751359559777,7.32432343842511
1036,1.15548281304852,2.75668387886254,4.32592551211218,5.75554865165717,6.76457147564098,7.22287906512352
1061,1.1554329176791,2.75643647291265,4.32473777887993,5.75059667560733,6.75104679017916,7.20157446726374
1124,1.1553071923887,2.75581328126106,4.32175093299459,5.73822538380479,6.71775441559576,7.14981753669583
1155,1.15524533336539,2.7555067739099,4.32028448366724,5.73219365037035,6.70177057440195,7.12530068990775
1276,1.15500392023953,2.75431130469411,4.3145810909592,5.70899253298421,6.64171780253563,7.03497450048441
1297,1.15496202802818,2.75410397202811,4.31359455011392,5.70502014527689,6.63165301591949,7.02009643645823
1310,1.15493609563393,2.75397564477369,4.31298432172875,5.70256893258543,6.6254728203513,7.01099591862769
1311,1.15493410086223,2.75396577412849,4.31293739650409,5.70238062639901,6.62499899897309,7.01029929721324
1342,1.15487226491298,2.75365983244254,4.3114838056449,5.69656065315151,6.61042079581372,6.98894126867843
1343,1.1548702702686,2.75364996491411,4.31143695077784,5.69637347486364,6.60995405134783,6.98825983764695
1379,1.15479846572055,2.7532947987222,4.309751636021,5.68965828454817,6.59329471187679,6.96403254231163
1391,1.15477453201691,2.75317643801781,4.30919049501961,5.68742987136974,6.58780270722595,6.95608548061909
1420,1.15471669459788,2.7528904574724,4.30783570281967,5.68206495238772,6.57465357195509,6.93713685748957
1424,1.15470871728535,2.75285101829746,4.30764897889046,5.68132721720118,6.57285339145094,6.93455120640454
1425,1.15470672296716,2.75284115874676,4.30760230335543,5.68114286841275,6.57240385222107,6.93390583690812
1443,1.15467082591989,2.75266370345517,4.30676251605218,5.67783038838721,6.5643465123012,6.92235984591106
1485,1.1545870711538,2.75224976352969,4.30480575061232,5.67014367411208,6.54579474349311,6.8959265888429
1673,1.15421225481938,2.75039898675826,4.29609352163301,5.63644268949485,6.4667287793,6.78548583178985
1965,1.15363037169371,2.74753115069496,4.28271049041153,5.5862517122894,6.35512013286498,6.63499670186256
2006,1.15354869602774,2.74712913275563,4.28084562439155,5.57940179827814,6.34040078615901,6.61556941472279
2185,1.15319219014012,2.74537587187878,4.2727443830084,5.55003376199482,6.27856102099471,6.53491324330557
2267,1.15302891703164,2.74457372756718,4.26905500601696,5.53686299659674,6.25146088270716,6.50003093175089
2280,1.15300303471851,2.74444661741629,4.26847135278019,5.53479078735917,6.24723117085379,6.49461086428155
2283,1.15299706197215,2.74441728659889,4.26833671193444,5.53431319441846,6.24625761893526,6.4933642403927
2287,1.15298909836583,2.74437818018054,4.2681572190015,5.53367675843835,6.24496102231925,6.49170448897434
2415,1.15273429644309,2.74312758158666,4.26243039023187,5.51352176977168,6.20433341014969,6.43999668680883
2436,1.1526924992015,2.74292255451748,4.26149395619318,5.51025353870914,6.19782276864303,6.43176296062189
2456,1.15265269392889,2.7427273297155,4.26060292877969,5.50715083687163,6.19166131969898,6.4239838471028
2475,1.15261488038746,2.74254190144887,4.25975718748159,5.50421216025367,6.18584289875206,6.41664932281184
2667,1.15223284480973,2.74067002678583,4.25125064555706,5.47499078420335,6.12887110113639,6.34540258293915
2681,1.15220499375716,2.74053367288882,4.25063319824098,5.47289309089593,6.12484115900997,6.34040078615901
2702,1.15216321863265,2.74032917689769,4.24970774150613,5.46975477852416,6.11882653397561,6.33294468912782
2761,1.15204585976401,2.73975486423194,4.24711222281523,5.46098995973073,6.10211936354363,6.3122893074876
2846,1.15187680763887,2.7389280440863,4.24338472052752,5.44849622773128,6.0785300915828,6.2832621713588
2925,1.15171971422464,2.73816020018331,4.23993274969675,5.43702271576587,6.05709391600775,6.25701917721996
2995,1.15158053814679,2.73748032447724,4.23688396684739,5.42696515972183,6.03847635699168,6.23432776601788
3226,1.15112139447148,2.73524000853836,4.22688842701571,5.39447513511383,5.97938744062168,6.1629019590841
3419,1.15073794250507,2.73337207022756,4.21861310912956,5.36811649063189,5.93256263469707,6.10690473509644
3731,1.15011837241128,2.7303597580294,4.20537855752939,5.32692254750094,5.86121810215427,6.02253039109098
