Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6a4e7a764390d1007c73b0ff,66da824cbc26079e9e3c06a1,RETURNED,Not Applicable,2026-07-08T16:27:34.422000Z,,,2026-07-09T08:01:45.936028Z,,,856,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4e7a933325a807d20ec081,6a10be5509ee5376f5ccfe51,RETURNED,Not Applicable,,,,2026-07-09T08:01:45.937138Z,,,405,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4e7ad978ba7f5c73fd41d6,69daee1e6c37379f9531f765,RETURNED,Not Applicable,,,,2026-07-09T08:01:45.937879Z,,,260,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4e7b8594176e05e90c10e1,69daf476f6bc0d990581aca6,APPROVED,Not Applicable,2026-07-08T16:32:14.308000Z,2026-07-08T16:57:43.619000Z,2026-07-09T14:05:32.624000Z,2026-07-08T16:57:44.043301Z,1530,CM1QRWMW,220,30,Female,Black,United States,United States,United States,English,Yes,Part-Time
6a4e7bd0539aba4fb0cc2aec,6a0dfefeb75ae8ac09c192c6,APPROVED,Not Applicable,2026-07-08T16:33:40.790000Z,2026-07-08T17:15:29.010000Z,2026-07-09T14:05:32.884000Z,2026-07-08T17:15:29.420121Z,2509,CM1QRWMW,787,39,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6a4e7bd46dd96fe1bf4164e7,6a021dc98c730b8d3ce0deca,APPROVED,Not Applicable,2026-07-08T16:33:28.503000Z,2026-07-08T17:16:00.659000Z,2026-07-09T14:05:33.170000Z,2026-07-08T17:16:01.073202Z,2553,CM1QRWMW,799,66,Female,White,United States,United States,United States,English,No,Part-Time
6a4e7c522ed06e4fd3803b6a,6a1a3e6d47ea4b557072cc4d,APPROVED,Not Applicable,2026-07-08T16:42:59.757000Z,2026-07-08T17:13:49.973000Z,2026-07-09T14:05:33.449000Z,2026-07-08T17:13:50.362603Z,1851,CM1QRWMW,500,24,Female,White,United States,United States,United States,English,No,Full-Time
6a4e81dd5cc481248f7bcd8f,6a023ad806e8158958e73b75,APPROVED,Not Applicable,2026-07-08T17:03:02.236000Z,2026-07-08T17:37:42.036000Z,2026-07-09T14:05:33.726000Z,2026-07-08T17:37:42.406031Z,2080,CM1QRWMW,285,33,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
6a4e8251c2bb9f3f0791d826,6a1f832105dd8c89b5e930ad,APPROVED,Not Applicable,2026-07-08T17:05:53.807000Z,2026-07-08T17:39:09.388000Z,2026-07-09T14:05:33.961000Z,2026-07-08T17:39:09.776718Z,1996,CM1QRWMW,633,28,Female,White,United States,United States,United States,English,No,Full-Time
6a4e856d2d256231b55861f9,5fea11722b78a59773553298,RETURNED,Not Applicable,2026-07-08T17:14:24.664000Z,,,2026-07-09T08:01:45.937756Z,,,769,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4e8614247062a01cab058b,69e816058da70eddb5dbc3e1,APPROVED,Not Applicable,2026-07-08T17:17:13.953000Z,2026-07-08T17:46:26.343000Z,2026-07-09T14:05:34.229000Z,2026-07-08T17:46:26.702818Z,1753,CM1QRWMW,324,41,Female,Prefer not to say,United States,United States,United States,English,No,Unemployed (and job seeking)
6a4e87081ae245e8dc31b711,69b5c6bdbcf55371066f5e73,APPROVED,Not Applicable,2026-07-08T17:23:10.268000Z,2026-07-08T17:53:26.864000Z,2026-07-09T14:05:34.483000Z,2026-07-08T17:53:27.248184Z,1817,CM1QRWMW,228,29,Female,White,United States,United States,United States,English,Yes,Other
6a4e8945d9012a8bca485c0f,6a3607f677860830aca5bdeb,APPROVED,Not Applicable,2026-07-08T17:31:07.906000Z,2026-07-08T18:01:10.986000Z,2026-07-09T14:05:34.742000Z,2026-07-08T18:01:11.356488Z,1804,CM1QRWMW,163,25,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6a4e8bf471afa046bb04b412,699b610e2ba4bade6f39121b,APPROVED,Not Applicable,2026-07-08T17:42:19.668000Z,2026-07-08T18:21:41.291000Z,2026-07-09T14:05:34.994000Z,2026-07-08T18:21:41.666129Z,2362,CM1QRWMW,181,53,Male,White,United States,United States,United States,English,No,Part-Time
6a4e8cdb4a503183df972fce,6565f2c0e31a069d9dfcd44e,RETURNED,Not Applicable,,,,2026-07-09T08:01:45.943247Z,,,808,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4e8ddfd12f7ea21c972ffd,6a0494651129b830f3455094,RETURNED,Not Applicable,2026-07-08T17:50:41.668000Z,,,2026-07-09T08:01:45.944462Z,,,530,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4e8f2f01fbd9bb46727766,69f3d4f3fb7630947c56f1eb,APPROVED,Not Applicable,2026-07-08T17:57:06.718000Z,2026-07-08T18:33:14.930000Z,2026-07-09T14:05:35.252000Z,2026-07-08T18:33:15.326541Z,2169,CM1QRWMW,878,42,Male,Mixed,United States,United States,United States,English,No,Part-Time
6a4e8fa2a4ada0e8a4c3816a,6a1cb95bf369926ac77ea9e5,APPROVED,Not Applicable,2026-07-08T17:58:20.675000Z,2026-07-08T18:36:14.681000Z,2026-07-09T14:05:35.528000Z,2026-07-08T18:36:15.119516Z,2275,CM1QRWMW,182,60,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6a4e9091f31b9f8484b3215b,6978d830c5d415696508430d,APPROVED,Not Applicable,2026-07-08T18:01:55.782000Z,2026-07-08T19:04:40.425000Z,2026-07-09T14:05:35.813000Z,2026-07-08T19:04:40.857637Z,3765,CM1QRWMW,701,31,Male,Mixed,United States,United States,United States,English,No,Other
6a4e937497253fea66fcef15,69dbf4749918745fc7d8e820,APPROVED,Not Applicable,2026-07-08T18:14:17.085000Z,2026-07-08T18:50:48.727000Z,2026-07-09T14:05:36.110000Z,2026-07-08T18:50:49.150200Z,2192,CM1QRWMW,245,59,Female,White,United States,United States,United States,English,No,Full-Time
6a4e971eae5f18bc632c8e81,6a00b0ca46e3f2822d0349b6,APPROVED,Not Applicable,2026-07-08T18:29:57.965000Z,2026-07-08T19:03:05.129000Z,2026-07-09T14:05:36.382000Z,2026-07-08T19:03:05.591622Z,1988,CM1QRWMW,189,36,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6a4e97f3ebb4164462115b73,699e3cc79b0d3d96b469ca49,APPROVED,Not Applicable,2026-07-08T18:37:16.436000Z,2026-07-08T19:28:26.615000Z,2026-07-09T14:05:36.634000Z,2026-07-08T19:28:27.015967Z,3071,CM1QRWMW,659,25,Female,White,United States,United States,United States,English,No,Part-Time
6a4e9a0c3f3878b0d9896fe1,6a14ed7d826b3c0b54334269,APPROVED,Not Applicable,2026-07-08T18:43:52.598000Z,2026-07-08T19:32:30.769000Z,2026-07-09T14:05:36.887000Z,2026-07-08T19:32:31.220438Z,2919,CM1QRWMWPay attention and answer all question,260,32,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6a4e9e7ecad42c1969803b35,6a150fcbc5238897c2c9408e,APPROVED,Not Applicable,2026-07-08T19:01:26.516000Z,2026-07-08T19:37:48.345000Z,2026-07-09T14:05:37.151000Z,2026-07-08T19:37:48.704504Z,2182,CM1QRWMW,120,39,Male,Mixed,United States,United States,United States,English,No,Other
6a4e9ef0a0c725440e331c87,6a1e3f42466490f40e1fa471,RETURNED,Not Applicable,,,,2026-07-09T08:01:45.945759Z,,,303,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4e9f7c0619e427e1de0506,6a18b37c0157d881234ed29f,APPROVED,Not Applicable,2026-07-08T19:07:26.979000Z,2026-07-08T19:45:57.094000Z,2026-07-09T14:05:37.398000Z,2026-07-08T19:45:57.432447Z,2311,CM1QRWMW,794,31,Male,White,United States,United States,United States,English,No,Full-Time
6a4ea06102899f7e1e65a169,69d2a8765e19038ab2fc0f56,APPROVED,Not Applicable,2026-07-08T19:11:49.754000Z,2026-07-08T19:57:21.339000Z,2026-07-09T14:05:37.670000Z,2026-07-08T19:57:21.711441Z,2732,CM1QRWMW,132,37,Female,White,United States,United States,United States,English,No,Other
6a4ea4e09fd51ac1886fd6e0,6a0c87ea966225f4c2dcea52,RETURNED,Not Applicable,,,,2026-07-09T08:01:45.947351Z,,,416,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4ea52e7df3668cb604c220,6a04e2a3538404f177aaf602,RETURNED,Not Applicable,,,,2026-07-09T08:01:45.948934Z,,,334,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4ea64ba58fed86d7d6f2c3,6a24a91d371458cff214bd42,RETURNED,Not Applicable,2026-07-08T19:34:53.232000Z,,,2026-07-09T08:01:45.950894Z,,,499,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4ea73d9103cf3a5204d608,69fd502ade7763b4307a98af,RETURNED,Not Applicable,2026-07-08T19:38:45.452000Z,,,2026-07-09T08:01:45.951570Z,,,217,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4ea9953f841010aa7e8a7e,6a061f0e3198b87bb067f8ee,RETURNED,Not Applicable,2026-07-08T19:49:21.477000Z,,,2026-07-09T08:01:45.951577Z,,,264,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4ea996e99df4fa7aeeb880,697fbf364b7ae21cd2275b9b,RETURNED,Not Applicable,,,,2026-07-09T08:01:45.952551Z,,,677,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4eaa88d712540c166ad366,69efe0b03221edd72686c185,APPROVED,Not Applicable,2026-07-08T19:54:35.157000Z,2026-07-08T20:20:53.816000Z,2026-07-09T14:05:37.945000Z,2026-07-08T20:20:54.187697Z,1579,CM1QRWMW,592,41,Female,White,United States,United States,United States,English,No,Part-Time
6a4eac0dfa01dc41709e68ec,66da162f5538535e93490441,APPROVED,Not Applicable,2026-07-08T20:01:20.295000Z,2026-07-08T20:39:53.206000Z,2026-07-09T14:05:38.203000Z,2026-07-08T20:39:53.555403Z,2313,CM1QRWMW,167,54,Female,Black,United States,United States,United States,English,No,Other
6a4eac2aa5eceff3f90ced46,6a01e85dcf9bc24f7a57a0f3,APPROVED,Not Applicable,2026-07-08T20:01:38.667000Z,2026-07-08T20:15:55.796000Z,2026-07-09T14:05:38.448000Z,2026-07-08T20:15:56.171446Z,858,NOCODE,205,37,Female,White,United States,United States,United States,English,No,Full-Time
6a4ead691ea04538611a6d71,6a2482e9af72b55296872b0d,APPROVED,Not Applicable,2026-07-08T20:05:04.974000Z,2026-07-08T20:24:22.866000Z,2026-07-09T14:05:38.691000Z,2026-07-08T20:24:23.228235Z,1158,CM1QRWMW,493,41,Male,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6a4eb003149a1d96ff37dc43,69d816bc3b08b85dbbe7ee24,RETURNED,Not Applicable,,,,2026-07-09T08:01:45.960060Z,,,353,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4eb0f81465e3da31cb0cad,69a8cff018bead25e4a5d848,APPROVED,Not Applicable,2026-07-08T20:20:17.196000Z,2026-07-08T21:45:43.797000Z,2026-07-09T14:05:38.961000Z,2026-07-08T21:45:44.182195Z,5127,CM1QRWMW,354,52,Female,Mixed,United States,United States,United States,English,No,Other
6a4eb1c82f96cc26e72436a6,69f0438cc141b27ed949788e,APPROVED,Not Applicable,2026-07-08T20:23:55.935000Z,2026-07-08T20:59:10.754000Z,2026-07-09T14:05:39.210000Z,2026-07-08T20:59:11.130617Z,2115,CM1QRWMW,602,49,Male,White,United States,United States,United States,English,No,Part-Time
6a4eb35de503897dc5eaf2f9,692a268e1eab9d860c677fa2,RETURNED,Not Applicable,2026-07-08T20:30:34.261000Z,,,2026-07-09T08:01:45.954959Z,,,763,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a4eb368a8c4cfefbc8418fe,69e957ad6c65e153a1c65ae2,APPROVED,Not Applicable,2026-07-08T20:30:37.050000Z,2026-07-08T21:11:25.949000Z,2026-07-09T14:05:39.484000Z,2026-07-08T21:11:26.346063Z,2449,CM1QRWMW,238,30,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6a4eb4fa5b6cb7e7cc113f8b,69f6484996726366cacd162c,APPROVED,Not Applicable,2026-07-08T20:37:52.809000Z,2026-07-08T21:27:42.122000Z,2026-07-09T14:05:39.756000Z,2026-07-08T21:27:42.481141Z,2990,CM1QRWMW,175,41,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6a4eb5a1734b969f488f3ef9,655f8b8f7ee2491a2184b5cc,RETURNED,Not Applicable,2026-07-08T20:40:16.689000Z,,,2026-07-09T08:01:45.957108Z,,,913,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a60e95500a5fe1676659882,69fd3605435216c2d93bc72f,APPROVED,Not Applicable,2026-07-22T16:01:25.302000Z,2026-07-22T16:35:17.057000Z,2026-07-25T20:28:14.211000Z,2026-07-22T16:35:17.983459Z,2032,CM1QRWMW,713,20,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
6a60e95b589fbffb6a9a60da,6a15dfdb880253e5b6b917f3,APPROVED,Not Applicable,2026-07-22T16:01:36.408000Z,2026-07-22T16:49:49.028000Z,2026-07-25T20:28:14.500000Z,2026-07-22T16:49:49.408259Z,2893,CM1QRWMW,454,60,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
6a60e95d897b06f2abbb752e,69e9911ce4368cd5fab9bd85,RETURNED,Not Applicable,2026-07-22T16:01:36.330000Z,,,2026-07-24T14:41:16.965274Z,,,790,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a60effb5cd1ab7026331bef,69f58465fa29b67f229edcb1,RETURNED,Not Applicable,2026-07-22T16:34:18.484000Z,,,2026-07-24T14:41:16.957871Z,,,766,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a60f14dc4dda5ed5dbb8dea,6a0b7296246f70341f078e55,APPROVED,Not Applicable,2026-07-22T16:35:45.757000Z,2026-07-22T17:19:38.275000Z,2026-07-25T20:28:14.739000Z,2026-07-22T17:19:38.623939Z,2633,CM1QRWMW,578,31,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6a60f453770851f077508dd5,6a04948f1e40214a25ff2563,APPROVED,Not Applicable,2026-07-22T16:48:21.945000Z,2026-07-22T17:22:31.735000Z,2026-07-25T20:28:14.982000Z,2026-07-22T17:22:32.055090Z,2050,CM1QRWMW,342,28,Male,White,United States,United States,United States,English,No,Full-Time
6a60f4b3710806b480e87188,69ab73e18d186d5aefe45bd3,RETURNED,Not Applicable,2026-07-22T16:50:51.957000Z,,,2026-07-24T14:41:16.961568Z,,,843,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a60f632d3a21409b7c9b86a,6a15d6a799a27da826906cdb,RETURNED,Not Applicable,,,,2026-07-24T14:41:16.961190Z,,,129,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a60f6753543031145a3f78b,6a15d5fb80117206e7200cf7,APPROVED,Not Applicable,2026-07-22T16:57:44.085000Z,2026-07-22T17:41:05.754000Z,2026-07-25T20:28:15.224000Z,2026-07-22T17:41:06.093256Z,2602,CM1QRWMW,300,26,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6a60fbc62438d43add561086,6a1582166cefcdcbed565058,APPROVED,Not Applicable,2026-07-22T17:20:10.139000Z,2026-07-22T17:47:38.445000Z,2026-07-25T20:28:15.475000Z,2026-07-22T17:47:38.779109Z,1649,CM1QRWMW,958,50,Female,White,United States,United States,United States,English,No,Full-Time
6a60fc5b76b0bec381c9b870,69b19e44edf4d70aee145c16,APPROVED,Not Applicable,2026-07-22T17:22:41.963000Z,2026-07-22T18:05:49.228000Z,2026-07-25T20:28:15.728000Z,2026-07-22T18:05:49.579963Z,2588,CM1QRWMW,359,43,Female,Black,United States,United States,United States,English,No,Full-Time
6a6100bf27276dc05afac1b1,6a14c736578656591db6ea31,APPROVED,Not Applicable,2026-07-22T17:41:21.365000Z,2026-07-22T18:05:52.228000Z,2026-07-25T20:28:15.967000Z,2026-07-22T18:05:52.554434Z,1471,CM1QRWMW,122,20,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
6a6102456d008c27169c4359,6a23572b5e63504d6df99475,RETURNED,Not Applicable,2026-07-22T17:48:06.402000Z,,,2026-07-24T14:41:16.963028Z,,,943,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a610699f29c10c1a42708ce,6a1f0ef7a64d44c972d3a5f7,APPROVED,Not Applicable,2026-07-22T18:06:20.799000Z,2026-07-22T18:25:50.857000Z,2026-07-25T20:28:16.189000Z,2026-07-22T18:25:51.257049Z,1171,CM1QRWMW,422,29,Female,White,United States,United States,United States,English,No,Full-Time
6a61069e826beef7dd237b6c,69864a705614c15728117b35,APPROVED,Not Applicable,2026-07-22T18:15:58.733000Z,2026-07-22T19:00:26.407000Z,2026-07-25T20:28:16.430000Z,2026-07-22T19:00:26.768761Z,2668,CM1QRWMW,369,30,Female,Black,United States,United States,United States,English,Yes,Part-Time
6a6108c4a56f285f729c433d,69d5c4d748bcaf8026c80573,APPROVED,Not Applicable,2026-07-22T18:21:26.177000Z,2026-07-22T19:02:59.389000Z,2026-07-25T20:28:16.702000Z,2026-07-22T19:02:59.738725Z,2494,CM1QRWMW,779,39,Male,White,United States,United States,United States,English,No,Part-Time
6a610b371d8f735a6975cf6f,6a2246c064ad457dd7095caa,RETURNED,Not Applicable,2026-07-22T18:26:15.742000Z,,,2026-07-24T14:41:16.963815Z,,,252,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a610b656a98ecc57f7626fc,6a0dbb470d44c02c7ec444f0,APPROVED,Not Applicable,2026-07-22T18:26:45.905000Z,2026-07-22T19:08:09.699000Z,2026-07-25T20:28:16.948000Z,2026-07-22T19:08:10.083815Z,2484,CM1QRWMW,598,53,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6a61135afb5a864055505cd9,69d57b539f7312ea98bf73f7,RETURNED,Not Applicable,,,,2026-07-24T14:41:16.965628Z,,,199,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a6113674cf168a52eb5a751,69e599577d00fb31c54fb004,APPROVED,Not Applicable,2026-07-22T19:04:53.831000Z,2026-07-22T19:56:01.211000Z,2026-07-25T20:28:17.180000Z,2026-07-22T19:56:01.599744Z,3068,CM1QRWMW,311,37,Male,Mixed,United States,United States,United States,English,No,Full-Time
6a6113f457d8e31881d01ed5,699d45af20adaa6e1e89aa5a,APPROVED,Not Applicable,2026-07-22T19:03:28.409000Z,2026-07-22T19:29:16.004000Z,2026-07-25T20:28:18.088000Z,2026-07-22T19:29:16.358660Z,1548,CM1QRWMW,562,26,Female,White,United States,United States,United States,English,No,Full-Time
6a611529fc34c1d38b6319fb,665795d82a087799023aaf0e,APPROVED,Not Applicable,2026-07-22T19:08:32.522000Z,2026-07-22T19:43:00.115000Z,2026-07-25T20:28:18.328000Z,2026-07-22T19:43:00.492000Z,2068,CM1QRWMW,456,33,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6a611a24c0405c2863785a5d,696008e6c06938688afe5ae2,RETURNED,Not Applicable,,,,2026-07-24T14:41:16.966545Z,,,632,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a611a69be8bf8e68ec87e49,6a0e0a9490e868c044e21936,APPROVED,Not Applicable,2026-07-22T19:37:42.450000Z,2026-07-22T20:11:37.542000Z,2026-07-25T20:28:18.539000Z,2026-07-22T20:11:37.896939Z,2036,CM1QRWMW,750,60,Female,White,United States,United States,United States,English,No,Full-Time
6a611d62001088f95ac20f0b,65465c5bc5a014ec683d55cf,APPROVED,Not Applicable,2026-07-22T19:43:53.787000Z,2026-07-22T20:36:05.448000Z,2026-07-25T20:28:18.789000Z,2026-07-22T20:36:05.790971Z,3132,CM1QRWMW,807,42,Female,White,United States,United States,United States,English,No,Part-Time
6a6120596a13c50999798292,6a0ccabeb492695467a7d337,RETURNED,Not Applicable,2026-07-22T20:01:22.025000Z,,,2026-07-24T14:41:16.967529Z,,,557,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a6121af752e7cc4cbaec381,6a177f7ec67996448d9c7d41,APPROVED,Not Applicable,2026-07-22T20:01:54.075000Z,2026-07-22T20:27:16.783000Z,2026-07-25T20:28:19.033000Z,2026-07-22T20:27:17.154529Z,1523,CM1QRWMW,523,33,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6a61240c84a7913f8ada85db,6a0f3c353b8b69bdf8d8a5ba,RETURNED,Not Applicable,2026-07-22T20:12:12.198000Z,,,2026-07-24T14:41:16.969892Z,,,282,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a6127b392932556f5aee676,69b3193cce0978ad6db9fe7c,APPROVED,Not Applicable,2026-07-22T20:28:30.290000Z,2026-07-22T21:06:51.513000Z,2026-07-25T20:28:19.276000Z,2026-07-22T21:06:51.858486Z,2302,CM1QRWMW,783,45,Female,White,United States,United States,United States,English,No,Part-Time
6a6129c2a9d076925a914c05,69ff30969a81b27297085a8c,RETURNED,Not Applicable,2026-07-22T20:36:18.106000Z,,,2026-07-24T14:41:16.975301Z,,,501,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a612bb27e4fd28a1e747139,6a0f1056788a67850f057de4,APPROVED,Not Applicable,2026-07-22T20:44:38.454000Z,2026-07-22T21:15:34.014000Z,2026-07-25T20:28:19.537000Z,2026-07-22T21:15:34.379262Z,1856,CM1QRWMW,666,58,Female,White,United States,United States,United States,English,No,Full-Time
6a612bb8885ea6c4624e5168,6a0cf51bce46a86a0bb9f29e,RETURNED,Not Applicable,2026-07-22T20:49:20.120000Z,,,2026-07-24T14:41:16.971805Z,,,243,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a612dbbf7034105c4e036e6,6a00b4c7593a89490830c18c,APPROVED,Not Applicable,2026-07-22T20:53:19.630000Z,2026-07-22T21:40:11.697000Z,2026-07-25T20:28:19.774000Z,2026-07-22T21:40:12.034493Z,2813,CM1QRWMW,178,34,Male,White,United States,United States,United States,English,Yes,Full-Time
6a6130fa3e229d821b047136,69fd3e574bc5f080f24d2514,RETURNED,Not Applicable,,,,2026-07-24T14:41:16.973467Z,,,950,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a613281edaa40c486395d1d,69fdf1e7033de9edda8f96ab,RETURNED,Not Applicable,2026-07-22T21:13:41.432000Z,,,2026-07-24T14:41:16.974932Z,,,817,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
