"","workerid","questiontype","num_correct","mean_rt"
"43","6978d830c5d415696508430d","control",5,3980.81818181818
"44","6978d830c5d415696508430d","deception",2,2224.90909090909
"45","6978d830c5d415696508430d","emotion",3,3038.8
"46","6978d830c5d415696508430d","infer_belief",5,3014.18181818182
"47","6978d830c5d415696508430d","motivation",6,3639.3
"48","6978d830c5d415696508430d","social_norm_violation",6,1950.5
"49","6987875a0a8fa6ed9ef00726","control",10,8589.81818181818
"50","6987875a0a8fa6ed9ef00726","deception",10,10697.6363636364
"51","6987875a0a8fa6ed9ef00726","emotion",4,12224.3
"52","6987875a0a8fa6ed9ef00726","infer_belief",8,14690.7272727273
"53","6987875a0a8fa6ed9ef00726","motivation",9,12116
"54","6987875a0a8fa6ed9ef00726","social_norm_violation",6,12769.1
"55","699b610e2ba4bade6f39121b","control",11,8476.54545454545
"56","699b610e2ba4bade6f39121b","deception",10,10237.5454545455
"57","699b610e2ba4bade6f39121b","emotion",7,11069.2
"58","699b610e2ba4bade6f39121b","infer_belief",11,10713.0909090909
"59","699b610e2ba4bade6f39121b","motivation",10,10654.8
"60","699b610e2ba4bade6f39121b","social_norm_violation",6,14850.4
"61","699cebf39bc275a312ffd51c","control",9,6037.54545454545
"62","699cebf39bc275a312ffd51c","deception",9,10175.1818181818
"63","699cebf39bc275a312ffd51c","emotion",6,9072.1
"64","699cebf39bc275a312ffd51c","infer_belief",10,11002.6363636364
"65","699cebf39bc275a312ffd51c","motivation",9,8241.7
"66","699cebf39bc275a312ffd51c","social_norm_violation",5,10258
"67","699e3cc79b0d3d96b469ca49","control",10,NA
"68","699e3cc79b0d3d96b469ca49","deception",10,6691.63636363636
"69","699e3cc79b0d3d96b469ca49","emotion",10,6991.9
"70","699e3cc79b0d3d96b469ca49","infer_belief",11,7549.36363636364
"71","699e3cc79b0d3d96b469ca49","motivation",10,6138.9
"72","699e3cc79b0d3d96b469ca49","social_norm_violation",8,6987.1
"73","69a0734d1d433d3694c8438f","control",11,5397.45454545455
"74","69a0734d1d433d3694c8438f","deception",10,5114.18181818182
"75","69a0734d1d433d3694c8438f","emotion",8,6394.9
"76","69a0734d1d433d3694c8438f","infer_belief",11,7499.18181818182
"77","69a0734d1d433d3694c8438f","motivation",10,6957.5
"78","69a0734d1d433d3694c8438f","social_norm_violation",6,11999.4
"79","69a6eb2bc679065ed1cecc51","control",8,5250
"80","69a6eb2bc679065ed1cecc51","deception",10,6224.36363636364
"81","69a6eb2bc679065ed1cecc51","emotion",10,6724.6
"82","69a6eb2bc679065ed1cecc51","infer_belief",10,6329.72727272727
"83","69a6eb2bc679065ed1cecc51","motivation",9,7323.4
"84","69a6eb2bc679065ed1cecc51","social_norm_violation",8,7543.3
"85","69a8cff018bead25e4a5d848","control",10,NA
"86","69a8cff018bead25e4a5d848","deception",8,NA
"87","69a8cff018bead25e4a5d848","emotion",4,8366.8
"88","69a8cff018bead25e4a5d848","infer_belief",8,NA
"89","69a8cff018bead25e4a5d848","motivation",6,NA
"90","69a8cff018bead25e4a5d848","social_norm_violation",5,NA
"91","69b5c6bdbcf55371066f5e73","control",10,5024.54545454545
"92","69b5c6bdbcf55371066f5e73","deception",9,5356.54545454545
"93","69b5c6bdbcf55371066f5e73","emotion",9,4630.9
"94","69b5c6bdbcf55371066f5e73","infer_belief",11,7084.72727272727
"95","69b5c6bdbcf55371066f5e73","motivation",9,6540.1
"96","69b5c6bdbcf55371066f5e73","social_norm_violation",5,5347.5
"97","69ba37faee13f176e7635323","control",8,9860.18181818182
"98","69ba37faee13f176e7635323","deception",9,10913.7272727273
"99","69ba37faee13f176e7635323","emotion",8,10333.9
"100","69ba37faee13f176e7635323","infer_belief",10,10962
"101","69ba37faee13f176e7635323","motivation",8,10662.5
"102","69ba37faee13f176e7635323","social_norm_violation",8,10072.5
"103","69bdf2afe629d42bfc47997f","control",9,7242.36363636364
"104","69bdf2afe629d42bfc47997f","deception",10,9154
"105","69bdf2afe629d42bfc47997f","emotion",7,8668.1
"106","69bdf2afe629d42bfc47997f","infer_belief",10,9424.90909090909
"107","69bdf2afe629d42bfc47997f","motivation",10,9381.9
"108","69bdf2afe629d42bfc47997f","social_norm_violation",6,13189.7
"109","69c093d33989aa791c4e8b2d","control",0,NA
"110","69c093d33989aa791c4e8b2d","deception",0,NA
"111","69c093d33989aa791c4e8b2d","emotion",1,NA
"112","69c093d33989aa791c4e8b2d","infer_belief",0,NA
"113","69c093d33989aa791c4e8b2d","motivation",0,NA
"114","69c093d33989aa791c4e8b2d","social_norm_violation",0,NA
"115","69c1256faa88d6296c98d745","control",11,7910.54545454545
"116","69c1256faa88d6296c98d745","deception",10,12420.0909090909
"117","69c1256faa88d6296c98d745","emotion",5,13462.4
"118","69c1256faa88d6296c98d745","infer_belief",11,13648.9090909091
"119","69c1256faa88d6296c98d745","motivation",10,12970.9
"120","69c1256faa88d6296c98d745","social_norm_violation",6,12732.1
"121","69c2f0033339865c279814ca","control",11,7409.09090909091
"122","69c2f0033339865c279814ca","deception",9,7691.63636363636
"123","69c2f0033339865c279814ca","emotion",8,6468.1
"124","69c2f0033339865c279814ca","infer_belief",9,9081
"125","69c2f0033339865c279814ca","motivation",9,9064
"126","69c2f0033339865c279814ca","social_norm_violation",6,9665.7
"127","69c6ec3a92185003cf70ded5","control",11,4118.45454545455
"128","69c6ec3a92185003cf70ded5","deception",10,5795.36363636364
"129","69c6ec3a92185003cf70ded5","emotion",9,6267.1
"130","69c6ec3a92185003cf70ded5","infer_belief",10,5914.09090909091
"131","69c6ec3a92185003cf70ded5","motivation",10,6070.5
"132","69c6ec3a92185003cf70ded5","social_norm_violation",6,7463.2
"133","69cc1fac2b52b1c4dd21cc7d","control",8,6325.90909090909
"134","69cc1fac2b52b1c4dd21cc7d","deception",10,5978.63636363636
"135","69cc1fac2b52b1c4dd21cc7d","emotion",8,7035.5
"136","69cc1fac2b52b1c4dd21cc7d","infer_belief",10,8835.81818181818
"137","69cc1fac2b52b1c4dd21cc7d","motivation",10,6924.7
"138","69cc1fac2b52b1c4dd21cc7d","social_norm_violation",3,7257
"139","69cec122e3cb56c2e7000c6b","control",9,5975.54545454545
"140","69cec122e3cb56c2e7000c6b","deception",10,7721.72727272727
"141","69cec122e3cb56c2e7000c6b","emotion",6,8371
"142","69cec122e3cb56c2e7000c6b","infer_belief",9,8390.54545454545
"143","69cec122e3cb56c2e7000c6b","motivation",9,9553.6
"144","69cec122e3cb56c2e7000c6b","social_norm_violation",7,10716
"145","69d2a8765e19038ab2fc0f56","control",11,7981.90909090909
"146","69d2a8765e19038ab2fc0f56","deception",10,6890.72727272727
"147","69d2a8765e19038ab2fc0f56","emotion",6,10103.6
"148","69d2a8765e19038ab2fc0f56","infer_belief",11,11583.8181818182
"149","69d2a8765e19038ab2fc0f56","motivation",10,9722.8
"150","69d2a8765e19038ab2fc0f56","social_norm_violation",5,12568.9
"151","69d5632f4815bcc4cb7242bf","control",10,4969.45454545455
"152","69d5632f4815bcc4cb7242bf","deception",10,7570.36363636364
"153","69d5632f4815bcc4cb7242bf","emotion",10,7335.3
"154","69d5632f4815bcc4cb7242bf","infer_belief",10,8381.36363636364
"155","69d5632f4815bcc4cb7242bf","motivation",8,9108.6
"156","69d5632f4815bcc4cb7242bf","social_norm_violation",6,10579.6
"157","69daf476f6bc0d990581aca6","control",11,4514.90909090909
"158","69daf476f6bc0d990581aca6","deception",10,5719.54545454545
"159","69daf476f6bc0d990581aca6","emotion",8,5124.6
"160","69daf476f6bc0d990581aca6","infer_belief",10,6155.54545454545
"161","69daf476f6bc0d990581aca6","motivation",10,6351.6
"162","69daf476f6bc0d990581aca6","social_norm_violation",8,7646.2
"163","69dbf4749918745fc7d8e820","control",10,8256
"164","69dbf4749918745fc7d8e820","deception",10,6954.36363636364
"165","69dbf4749918745fc7d8e820","emotion",7,8087.9
"166","69dbf4749918745fc7d8e820","infer_belief",10,8211.36363636364
"167","69dbf4749918745fc7d8e820","motivation",10,8875.3
"168","69dbf4749918745fc7d8e820","social_norm_violation",7,11222.5
"169","69dc76f0a77a620367d666ec","control",9,4215.81818181818
"170","69dc76f0a77a620367d666ec","deception",10,5006.81818181818
"171","69dc76f0a77a620367d666ec","emotion",9,4509
"172","69dc76f0a77a620367d666ec","infer_belief",9,7116.09090909091
"173","69dc76f0a77a620367d666ec","motivation",9,5400
"174","69dc76f0a77a620367d666ec","social_norm_violation",8,5978.2
"175","69dfe696c433039b7add8013","control",10,4226.09090909091
"176","69dfe696c433039b7add8013","deception",10,3767.45454545455
"177","69dfe696c433039b7add8013","emotion",8,5358.4
"178","69dfe696c433039b7add8013","infer_belief",9,5846.90909090909
"179","69dfe696c433039b7add8013","motivation",10,4225.6
"180","69dfe696c433039b7add8013","social_norm_violation",7,5784.1
"181","69e816058da70eddb5dbc3e1","control",10,5421.36363636364
"182","69e816058da70eddb5dbc3e1","deception",10,5703.90909090909
"183","69e816058da70eddb5dbc3e1","emotion",8,5070.6
"184","69e816058da70eddb5dbc3e1","infer_belief",10,6325.27272727273
"185","69e816058da70eddb5dbc3e1","motivation",9,6994
"186","69e816058da70eddb5dbc3e1","social_norm_violation",6,6979.7
"187","69e957ad6c65e153a1c65ae2","control",10,4348
"188","69e957ad6c65e153a1c65ae2","deception",10,6376.27272727273
"189","69e957ad6c65e153a1c65ae2","emotion",9,5938
"190","69e957ad6c65e153a1c65ae2","infer_belief",11,6427.90909090909
"191","69e957ad6c65e153a1c65ae2","motivation",10,5811.8
"192","69e957ad6c65e153a1c65ae2","social_norm_violation",6,9385.3
"193","69ed15278090fe4438301d5c","control",10,5467.18181818182
"194","69ed15278090fe4438301d5c","deception",10,7056.36363636364
"195","69ed15278090fe4438301d5c","emotion",6,6696.2
"196","69ed15278090fe4438301d5c","infer_belief",10,6841.63636363636
"197","69ed15278090fe4438301d5c","motivation",10,7772.9
"198","69ed15278090fe4438301d5c","social_norm_violation",8,7554.6
"199","69efe0b03221edd72686c185","control",9,3911.45454545455
"200","69efe0b03221edd72686c185","deception",10,5047.27272727273
"201","69efe0b03221edd72686c185","emotion",8,5233.3
"202","69efe0b03221edd72686c185","infer_belief",10,4775.72727272727
"203","69efe0b03221edd72686c185","motivation",10,4888.5
"204","69efe0b03221edd72686c185","social_norm_violation",7,6659.1
"205","69f0438cc141b27ed949788e","control",10,5911.36363636364
"206","69f0438cc141b27ed949788e","deception",10,7578.18181818182
"207","69f0438cc141b27ed949788e","emotion",6,6709.3
"208","69f0438cc141b27ed949788e","infer_belief",10,8822.72727272727
"209","69f0438cc141b27ed949788e","motivation",8,8707.4
"210","69f0438cc141b27ed949788e","social_norm_violation",8,7917.8
"211","69f3d4f3fb7630947c56f1eb","control",10,NA
"212","69f3d4f3fb7630947c56f1eb","deception",9,NA
"213","69f3d4f3fb7630947c56f1eb","emotion",8,8323.2
"214","69f3d4f3fb7630947c56f1eb","infer_belief",9,NA
"215","69f3d4f3fb7630947c56f1eb","motivation",8,NA
"216","69f3d4f3fb7630947c56f1eb","social_norm_violation",5,NA
"217","69f6484996726366cacd162c","control",10,3559.45454545455
"218","69f6484996726366cacd162c","deception",10,4899
"219","69f6484996726366cacd162c","emotion",5,5941.6
"220","69f6484996726366cacd162c","infer_belief",9,4689.09090909091
"221","69f6484996726366cacd162c","motivation",10,3933.8
"222","69f6484996726366cacd162c","social_norm_violation",7,5451.4
"223","69f674db81cb46678aae6391","control",7,4911.09090909091
"224","69f674db81cb46678aae6391","deception",10,5897.54545454545
"225","69f674db81cb46678aae6391","emotion",8,7188.4
"226","69f674db81cb46678aae6391","infer_belief",10,6348.18181818182
"227","69f674db81cb46678aae6391","motivation",10,7013.2
"228","69f674db81cb46678aae6391","social_norm_violation",7,8110.8
"229","69f7b962446b32b08d58a1df","control",11,6652.09090909091
"230","69f7b962446b32b08d58a1df","deception",10,6549.27272727273
"231","69f7b962446b32b08d58a1df","emotion",6,9959.5
"232","69f7b962446b32b08d58a1df","infer_belief",11,9231.45454545455
"233","69f7b962446b32b08d58a1df","motivation",10,7601.9
"234","69f7b962446b32b08d58a1df","social_norm_violation",7,12813.6
"235","69f86a04fe802de5002bb70b","control",10,8232.54545454545
"236","69f86a04fe802de5002bb70b","deception",10,7511
"237","69f86a04fe802de5002bb70b","emotion",10,5287.8
"238","69f86a04fe802de5002bb70b","infer_belief",11,5604.18181818182
"239","69f86a04fe802de5002bb70b","motivation",10,5595.9
"240","69f86a04fe802de5002bb70b","social_norm_violation",7,6185.8
"241","69f8db35f08d6c337883fcb4","control",10,7128.54545454545
"242","69f8db35f08d6c337883fcb4","deception",8,9588
"243","69f8db35f08d6c337883fcb4","emotion",6,9030.3
"244","69f8db35f08d6c337883fcb4","infer_belief",7,9449.63636363636
"245","69f8db35f08d6c337883fcb4","motivation",8,8628.4
"246","69f8db35f08d6c337883fcb4","social_norm_violation",7,9285
"247","69fb3314a5e95601464d1fea","control",10,7367.72727272727
"248","69fb3314a5e95601464d1fea","deception",9,9449.54545454545
"249","69fb3314a5e95601464d1fea","emotion",6,8220.6
"250","69fb3314a5e95601464d1fea","infer_belief",11,8823.54545454545
"251","69fb3314a5e95601464d1fea","motivation",7,10350
"252","69fb3314a5e95601464d1fea","social_norm_violation",7,10996.4
"253","69fb86296fb6f0919bf31075","control",8,8607.81818181818
"254","69fb86296fb6f0919bf31075","deception",9,10944.3636363636
"255","69fb86296fb6f0919bf31075","emotion",7,9678.4
"256","69fb86296fb6f0919bf31075","infer_belief",11,11215.6363636364
"257","69fb86296fb6f0919bf31075","motivation",5,9706.7
"258","69fb86296fb6f0919bf31075","social_norm_violation",6,12439.5
"259","69fcc8642de981c893eb6958","control",10,7705
"260","69fcc8642de981c893eb6958","deception",10,7346
"261","69fcc8642de981c893eb6958","emotion",7,7951
"262","69fcc8642de981c893eb6958","infer_belief",9,9515.63636363636
"263","69fcc8642de981c893eb6958","motivation",10,7277.4
"264","69fcc8642de981c893eb6958","social_norm_violation",6,11583.5
"265","69fce9e45d612732dd1ae4e2","control",11,6395.27272727273
"266","69fce9e45d612732dd1ae4e2","deception",10,5879.72727272727
"267","69fce9e45d612732dd1ae4e2","emotion",8,6038
"268","69fce9e45d612732dd1ae4e2","infer_belief",10,8194.63636363636
"269","69fce9e45d612732dd1ae4e2","motivation",10,7608.8
"270","69fce9e45d612732dd1ae4e2","social_norm_violation",7,9188.9
"271","6a00b0ca46e3f2822d0349b6","control",11,4329.54545454545
"272","6a00b0ca46e3f2822d0349b6","deception",10,4966.63636363636
"273","6a00b0ca46e3f2822d0349b6","emotion",8,6648.2
"274","6a00b0ca46e3f2822d0349b6","infer_belief",10,5873.36363636364
"275","6a00b0ca46e3f2822d0349b6","motivation",10,4767.4
"276","6a00b0ca46e3f2822d0349b6","social_norm_violation",7,5982.8
"277","6a00dbcc626a780a8e5c07a4","control",0,NA
"278","6a00dbcc626a780a8e5c07a4","deception",0,NA
"279","6a00dbcc626a780a8e5c07a4","emotion",1,NA
"280","6a00dbcc626a780a8e5c07a4","infer_belief",0,NA
"281","6a00dbcc626a780a8e5c07a4","motivation",0,NA
"282","6a00dbcc626a780a8e5c07a4","social_norm_violation",1,NA
"283","6a012d3c523e7311f4e55f61","control",10,4244.09090909091
"284","6a012d3c523e7311f4e55f61","deception",10,5677.36363636364
"285","6a012d3c523e7311f4e55f61","emotion",6,5791.8
"286","6a012d3c523e7311f4e55f61","infer_belief",10,6447.81818181818
"287","6a012d3c523e7311f4e55f61","motivation",10,5939.8
"288","6a012d3c523e7311f4e55f61","social_norm_violation",8,6058.8
"289","6a01e843af8198a220b44a18","control",9,5726.72727272727
"290","6a01e843af8198a220b44a18","deception",10,6907.54545454545
"291","6a01e843af8198a220b44a18","emotion",8,6068.4
"292","6a01e843af8198a220b44a18","infer_belief",11,8763.72727272727
"293","6a01e843af8198a220b44a18","motivation",10,10066.9
"294","6a01e843af8198a220b44a18","social_norm_violation",5,7323.3
"295","6a021dc98c730b8d3ce0deca","control",11,6293.63636363636
"296","6a021dc98c730b8d3ce0deca","deception",10,9750.81818181818
"297","6a021dc98c730b8d3ce0deca","emotion",8,9087.3
"298","6a021dc98c730b8d3ce0deca","infer_belief",10,12275.3636363636
"299","6a021dc98c730b8d3ce0deca","motivation",9,8707.1
"300","6a021dc98c730b8d3ce0deca","social_norm_violation",5,10945.9
"301","6a023ad806e8158958e73b75","control",10,NA
"302","6a023ad806e8158958e73b75","deception",10,7512.45454545455
"303","6a023ad806e8158958e73b75","emotion",8,6518
"304","6a023ad806e8158958e73b75","infer_belief",9,9332.54545454545
"305","6a023ad806e8158958e73b75","motivation",9,7305.5
"306","6a023ad806e8158958e73b75","social_norm_violation",7,7943.1
"307","6a05131f0ad03d07dd77178e","control",11,7347.81818181818
"308","6a05131f0ad03d07dd77178e","deception",10,8927.72727272727
"309","6a05131f0ad03d07dd77178e","emotion",8,8897.4
"310","6a05131f0ad03d07dd77178e","infer_belief",10,10052.6363636364
"311","6a05131f0ad03d07dd77178e","motivation",10,9494.8
"312","6a05131f0ad03d07dd77178e","social_norm_violation",8,13463.1
"313","6a07687bad5809e8867bdffb","control",10,5496
"314","6a07687bad5809e8867bdffb","deception",9,6415.90909090909
"315","6a07687bad5809e8867bdffb","emotion",7,6401.3
"316","6a07687bad5809e8867bdffb","infer_belief",10,7520.18181818182
"317","6a07687bad5809e8867bdffb","motivation",8,8224
"318","6a07687bad5809e8867bdffb","social_norm_violation",5,7832.9
"319","6a0a0fd9f370053c3505dc0f","control",9,4824.09090909091
"320","6a0a0fd9f370053c3505dc0f","deception",10,5618.81818181818
"321","6a0a0fd9f370053c3505dc0f","emotion",7,4581.6
"322","6a0a0fd9f370053c3505dc0f","infer_belief",8,5867.54545454545
"323","6a0a0fd9f370053c3505dc0f","motivation",7,5099
"324","6a0a0fd9f370053c3505dc0f","social_norm_violation",4,7870.4
"325","6a0b756dd47d16a4c82f5589","control",11,3185.18181818182
"326","6a0b756dd47d16a4c82f5589","deception",10,3817.81818181818
"327","6a0b756dd47d16a4c82f5589","emotion",9,4491.8
"328","6a0b756dd47d16a4c82f5589","infer_belief",11,4666.36363636364
"329","6a0b756dd47d16a4c82f5589","motivation",10,3718.7
"330","6a0b756dd47d16a4c82f5589","social_norm_violation",6,6224.5
"331","6a0dfefeb75ae8ac09c192c6","control",10,7852.45454545455
"332","6a0dfefeb75ae8ac09c192c6","deception",9,9130.63636363636
"333","6a0dfefeb75ae8ac09c192c6","emotion",7,10583.9
"334","6a0dfefeb75ae8ac09c192c6","infer_belief",11,9331.63636363636
"335","6a0dfefeb75ae8ac09c192c6","motivation",10,10413.9
"336","6a0dfefeb75ae8ac09c192c6","social_norm_violation",8,11883.4
"337","6a0e2d716e90edf1ea83dce1","control",11,6381.18181818182
"338","6a0e2d716e90edf1ea83dce1","deception",10,9423.36363636364
"339","6a0e2d716e90edf1ea83dce1","emotion",8,7581
"340","6a0e2d716e90edf1ea83dce1","infer_belief",11,12949.3636363636
"341","6a0e2d716e90edf1ea83dce1","motivation",10,8532.7
"342","6a0e2d716e90edf1ea83dce1","social_norm_violation",8,10849.7
"343","6a0fdfd2db4241c9e5eca29a","control",10,7117
"344","6a0fdfd2db4241c9e5eca29a","deception",10,6597.90909090909
"345","6a0fdfd2db4241c9e5eca29a","emotion",10,6489.5
"346","6a0fdfd2db4241c9e5eca29a","infer_belief",10,6394.90909090909
"347","6a0fdfd2db4241c9e5eca29a","motivation",10,6719.3
"348","6a0fdfd2db4241c9e5eca29a","social_norm_violation",7,9332.5
"349","6a14434573bcee3f17b7f762","control",8,NA
"350","6a14434573bcee3f17b7f762","deception",9,NA
"351","6a14434573bcee3f17b7f762","emotion",7,8819.3
"352","6a14434573bcee3f17b7f762","infer_belief",7,NA
"353","6a14434573bcee3f17b7f762","motivation",7,NA
"354","6a14434573bcee3f17b7f762","social_norm_violation",3,NA
"355","6a14c84872f3851ab32e8c01","control",11,4944.36363636364
"356","6a14c84872f3851ab32e8c01","deception",10,6315.45454545455
"357","6a14c84872f3851ab32e8c01","emotion",9,6658.6
"358","6a14c84872f3851ab32e8c01","infer_belief",11,7472.36363636364
"359","6a14c84872f3851ab32e8c01","motivation",10,6434.6
"360","6a14c84872f3851ab32e8c01","social_norm_violation",8,7221.3
"361","6a14e67cf20909f60e34ae64","control",8,8282.72727272727
"362","6a14e67cf20909f60e34ae64","deception",10,7669.27272727273
"363","6a14e67cf20909f60e34ae64","emotion",8,9544.6
"364","6a14e67cf20909f60e34ae64","infer_belief",10,8223
"365","6a14e67cf20909f60e34ae64","motivation",9,8741.2
"366","6a14e67cf20909f60e34ae64","social_norm_violation",8,9274.8
"367","6a14ed7d826b3c0b54334269","control",11,5366.09090909091
"368","6a14ed7d826b3c0b54334269","deception",9,5394.90909090909
"369","6a14ed7d826b3c0b54334269","emotion",8,6242.2
"370","6a14ed7d826b3c0b54334269","infer_belief",11,6649.18181818182
"371","6a14ed7d826b3c0b54334269","motivation",10,6070.8
"372","6a14ed7d826b3c0b54334269","social_norm_violation",7,6336.2
"373","6a150fcbc5238897c2c9408e","control",9,11258.1818181818
"374","6a150fcbc5238897c2c9408e","deception",10,8638.36363636364
"375","6a150fcbc5238897c2c9408e","emotion",10,9222.8
"376","6a150fcbc5238897c2c9408e","infer_belief",10,8626
"377","6a150fcbc5238897c2c9408e","motivation",10,9577.9
"378","6a150fcbc5238897c2c9408e","social_norm_violation",6,13299.8
"379","6a18b37c0157d881234ed29f","control",11,4175.09090909091
"380","6a18b37c0157d881234ed29f","deception",10,4904.81818181818
"381","6a18b37c0157d881234ed29f","emotion",8,4171.9
"382","6a18b37c0157d881234ed29f","infer_belief",10,4504.81818181818
"383","6a18b37c0157d881234ed29f","motivation",9,4197.9
"384","6a18b37c0157d881234ed29f","social_norm_violation",8,5175.9
"385","6a199661a2f63c5bf9835b2e","control",11,5216.09090909091
"386","6a199661a2f63c5bf9835b2e","deception",10,6639.27272727273
"387","6a199661a2f63c5bf9835b2e","emotion",8,6669.3
"388","6a199661a2f63c5bf9835b2e","infer_belief",10,6908.09090909091
"389","6a199661a2f63c5bf9835b2e","motivation",10,7097.9
"390","6a199661a2f63c5bf9835b2e","social_norm_violation",8,6760.5
"391","6a1a3e6d47ea4b557072cc4d","control",9,4976.72727272727
"392","6a1a3e6d47ea4b557072cc4d","deception",9,6336.45454545455
"393","6a1a3e6d47ea4b557072cc4d","emotion",7,4469.2
"394","6a1a3e6d47ea4b557072cc4d","infer_belief",8,7679.54545454545
"395","6a1a3e6d47ea4b557072cc4d","motivation",10,5739.9
"396","6a1a3e6d47ea4b557072cc4d","social_norm_violation",8,6407.7
"397","6a1ae40320c9511f890515f7","control",10,4779.54545454545
"398","6a1ae40320c9511f890515f7","deception",10,8003.09090909091
"399","6a1ae40320c9511f890515f7","emotion",6,6881
"400","6a1ae40320c9511f890515f7","infer_belief",9,9299.63636363636
"401","6a1ae40320c9511f890515f7","motivation",9,9191.9
"402","6a1ae40320c9511f890515f7","social_norm_violation",8,11223.4
"403","6a1b544246f12219f033d3c3","control",10,4342.09090909091
"404","6a1b544246f12219f033d3c3","deception",9,5360.63636363636
"405","6a1b544246f12219f033d3c3","emotion",10,6126.7
"406","6a1b544246f12219f033d3c3","infer_belief",10,6228.63636363636
"407","6a1b544246f12219f033d3c3","motivation",10,5850.1
"408","6a1b544246f12219f033d3c3","social_norm_violation",6,7461.3
"409","6a1cb95bf369926ac77ea9e5","control",10,NA
"410","6a1cb95bf369926ac77ea9e5","deception",9,NA
"411","6a1cb95bf369926ac77ea9e5","emotion",9,9295.3
"412","6a1cb95bf369926ac77ea9e5","infer_belief",8,NA
"413","6a1cb95bf369926ac77ea9e5","motivation",7,NA
"414","6a1cb95bf369926ac77ea9e5","social_norm_violation",6,NA
"415","6a1de36b3f5c6160ff6bf6a4","control",10,6552.36363636364
"416","6a1de36b3f5c6160ff6bf6a4","deception",9,5628.54545454545
"417","6a1de36b3f5c6160ff6bf6a4","emotion",9,7619.1
"418","6a1de36b3f5c6160ff6bf6a4","infer_belief",11,6246.72727272727
"419","6a1de36b3f5c6160ff6bf6a4","motivation",9,6172.7
"420","6a1de36b3f5c6160ff6bf6a4","social_norm_violation",8,9099.9
"421","6a1f832105dd8c89b5e930ad","control",9,4799.90909090909
"422","6a1f832105dd8c89b5e930ad","deception",10,4855.36363636364
"423","6a1f832105dd8c89b5e930ad","emotion",5,5364.4
"424","6a1f832105dd8c89b5e930ad","infer_belief",10,6673.45454545455
"425","6a1f832105dd8c89b5e930ad","motivation",10,7975.6
"426","6a1f832105dd8c89b5e930ad","social_norm_violation",6,6255
"427","6a2222ff6e1036656b0d5d08","control",9,4423.81818181818
"428","6a2222ff6e1036656b0d5d08","deception",10,4666.63636363636
"429","6a2222ff6e1036656b0d5d08","emotion",8,4592.8
"430","6a2222ff6e1036656b0d5d08","infer_belief",9,5396.36363636364
"431","6a2222ff6e1036656b0d5d08","motivation",9,5180
"432","6a2222ff6e1036656b0d5d08","social_norm_violation",5,4962.8
"433","6a232745f21e165e2b54ed58","control",0,NA
"434","6a232745f21e165e2b54ed58","deception",0,NA
