"","workerid","feedback_seenBefore","feedback_anyProblems","feedback_problemDescription","feedback_comments","feedback_1"
"1282","6a1f832105dd8c89b5e930ad",NA,NA,NA,NA,0
"1283","6a2222ff6e1036656b0d5d08",NA,NA,NA,NA,0
"1284","6a232745f21e165e2b54ed58",NA,NA,NA,NA,0
"1285","6a2482e9af72b55296872b0d",NA,NA,NA,NA,0
"1286","6a2589e7b0645f2f7f1cc52c",NA,NA,NA,NA,0
"1287","6a3607f677860830aca5bdeb",NA,NA,NA,NA,0
"1288","62c5f85ccf34c8d9c0650f6e",NA,NA,NA,NA,0
"1289","65465c5bc5a014ec683d55cf",NA,NA,NA,NA,0
"1290","661c09a749790db73f8faba5",NA,NA,NA,NA,0
"1291","66315563a848526fcfa7555b",NA,NA,NA,NA,0
"1292","665795d82a087799023aaf0e",NA,NA,NA,NA,0
"1293","66da162f5538535e93490441",NA,NA,NA,NA,0
"1294","676956116c1a3416bf7b2afe",NA,NA,NA,NA,0
"1295","695ea002344d7ca1605c747a",NA,NA,NA,NA,0
"1296","6965bd850ce22095dd7a84ca",NA,NA,NA,NA,0
"1297","6978d830c5d415696508430d",NA,NA,NA,NA,0
"1298","697a495862ac67423e8418b8",NA,NA,NA,NA,0
"1299","6980dfb784202dcf9736910f",NA,NA,NA,NA,0
"1300","69864a705614c15728117b35",NA,NA,NA,NA,0
"1301","6987875a0a8fa6ed9ef00726",NA,NA,NA,NA,0
"1302","699b610e2ba4bade6f39121b",NA,NA,NA,NA,0
"1303","699cebf39bc275a312ffd51c",NA,NA,NA,NA,0
"1304","699d45af20adaa6e1e89aa5a",NA,NA,NA,NA,0
"1305","699e3cc79b0d3d96b469ca49",NA,NA,NA,NA,0
"1306","69a0734d1d433d3694c8438f",NA,NA,NA,NA,0
"1307","69a6eb2bc679065ed1cecc51",NA,NA,NA,NA,0
"1308","69a8cff018bead25e4a5d848",NA,NA,NA,NA,0
"1309","69b19e44edf4d70aee145c16",NA,NA,NA,NA,0
"1310","69b3193cce0978ad6db9fe7c",NA,NA,NA,NA,0
"1311","69b5c6bdbcf55371066f5e73",NA,NA,NA,NA,0
"1312","69ba37faee13f176e7635323",NA,NA,NA,NA,0
"1313","69bdf2afe629d42bfc47997f",NA,NA,NA,NA,0
"1314","69c093d33989aa791c4e8b2d",NA,NA,NA,NA,0
"1315","69c1256faa88d6296c98d745",NA,NA,NA,NA,0
"1316","69c2f0033339865c279814ca",NA,NA,NA,NA,0
"1317","69c6ec3a92185003cf70ded5",NA,NA,NA,NA,0
"1318","69cc1fac2b52b1c4dd21cc7d",NA,NA,NA,NA,0
"1319","69cec122e3cb56c2e7000c6b",NA,NA,NA,NA,0
"1320","69d2a8765e19038ab2fc0f56",NA,NA,NA,NA,0
"1321","69d5632f4815bcc4cb7242bf",NA,NA,NA,NA,0
"1322","69d5c4d748bcaf8026c80573",NA,NA,NA,NA,0
"1323","69daf476f6bc0d990581aca6",NA,NA,NA,NA,0
"1324","69dbf4749918745fc7d8e820",NA,NA,NA,NA,0
"1325","69dc76f0a77a620367d666ec",NA,NA,NA,NA,0
"1326","69dfe696c433039b7add8013",NA,NA,NA,NA,0
"1327","69e599577d00fb31c54fb004",NA,NA,NA,NA,0
"1328","69e816058da70eddb5dbc3e1",NA,NA,NA,NA,0
"1329","69e957ad6c65e153a1c65ae2",NA,NA,NA,NA,0
"1330","69ed15278090fe4438301d5c",NA,NA,NA,NA,0
"1331","69efe0b03221edd72686c185",NA,NA,NA,NA,0
"1332","69f0438cc141b27ed949788e",NA,NA,NA,NA,0
"1333","69f3d4f3fb7630947c56f1eb",NA,NA,NA,NA,0
"1334","69f6484996726366cacd162c",NA,NA,NA,NA,0
"1335","69f674db81cb46678aae6391",NA,NA,NA,NA,0
"1336","69f7b962446b32b08d58a1df",NA,NA,NA,NA,0
"1337","69f86a04fe802de5002bb70b",NA,NA,NA,NA,0
"1338","69f8db35f08d6c337883fcb4",NA,NA,NA,NA,0
"1339","69fb3314a5e95601464d1fea",NA,NA,NA,NA,0
"1340","69fb86296fb6f0919bf31075",NA,NA,NA,NA,0
"1341","69fcc8642de981c893eb6958",NA,NA,NA,NA,0
"1342","69fce9e45d612732dd1ae4e2",NA,NA,NA,NA,0
"1343","69fd3605435216c2d93bc72f",NA,NA,NA,NA,0
"1344","6a00b0ca46e3f2822d0349b6",NA,NA,NA,NA,0
"1345","6a00b4c7593a89490830c18c",NA,NA,NA,NA,0
"1346","6a00dbcc626a780a8e5c07a4",NA,NA,NA,NA,0
"1347","6a012d3c523e7311f4e55f61",NA,NA,NA,NA,0
"1348","6a01e843af8198a220b44a18",NA,NA,NA,NA,0
"1349","6a021dc98c730b8d3ce0deca",NA,NA,NA,NA,0
"1350","6a023ad806e8158958e73b75",NA,NA,NA,NA,0
"1351","6a04948f1e40214a25ff2563",NA,NA,NA,NA,0
"1352","6a05131f0ad03d07dd77178e",NA,NA,NA,NA,0
"1353","6a07687bad5809e8867bdffb",NA,NA,NA,NA,0
"1354","6a0a0fd9f370053c3505dc0f",NA,NA,NA,NA,0
"1355","6a0b7296246f70341f078e55",NA,NA,NA,NA,0
"1356","6a0b756dd47d16a4c82f5589",NA,NA,NA,NA,0
"1357","6a0dbb470d44c02c7ec444f0",NA,NA,NA,NA,0
"1358","6a0dfefeb75ae8ac09c192c6",NA,NA,NA,NA,0
"1359","6a0e0a9490e868c044e21936",NA,NA,NA,NA,0
"1360","6a0e2d716e90edf1ea83dce1",NA,NA,NA,NA,0
"1361","6a0f1056788a67850f057de4",NA,NA,NA,NA,0
"1362","6a0fdfd2db4241c9e5eca29a",NA,NA,NA,NA,0
"1363","6a14434573bcee3f17b7f762",NA,NA,NA,NA,0
"1364","6a14c736578656591db6ea31",NA,NA,NA,NA,0
"1365","6a14c84872f3851ab32e8c01",NA,NA,NA,NA,0
"1366","6a14e67cf20909f60e34ae64",NA,NA,NA,NA,0
"1367","6a14ed7d826b3c0b54334269",NA,NA,NA,NA,0
"1368","6a150fcbc5238897c2c9408e",NA,NA,NA,NA,0
"1369","6a1582166cefcdcbed565058",NA,NA,NA,NA,0
"1370","6a15d5fb80117206e7200cf7",NA,NA,NA,NA,0
"1371","6a15dfdb880253e5b6b917f3",NA,NA,NA,NA,0
"1372","6a177f7ec67996448d9c7d41",NA,NA,NA,NA,0
"1373","6a18b37c0157d881234ed29f",NA,NA,NA,NA,0
"1374","6a199661a2f63c5bf9835b2e",NA,NA,NA,NA,0
"1375","6a1a3e6d47ea4b557072cc4d",NA,NA,NA,NA,0
"1376","6a1ae40320c9511f890515f7",NA,NA,NA,NA,0
"1377","6a1b544246f12219f033d3c3",NA,NA,NA,NA,0
"1378","6a1cb95bf369926ac77ea9e5",NA,NA,NA,NA,0
"1379","6a1de36b3f5c6160ff6bf6a4",NA,NA,NA,NA,0
"1380","6a1f0ef7a64d44c972d3a5f7",NA,NA,NA,NA,0
"1381","6a1f832105dd8c89b5e930ad",NA,NA,NA,NA,0
"1382","6a2222ff6e1036656b0d5d08",NA,NA,NA,NA,0
"1383","6a232745f21e165e2b54ed58",NA,NA,NA,NA,0
"1384","6a2482e9af72b55296872b0d",NA,NA,NA,NA,0
"1385","6a2589e7b0645f2f7f1cc52c",NA,NA,NA,NA,0
"1386","6a3607f677860830aca5bdeb",NA,NA,NA,NA,0
"1387","62c5f85ccf34c8d9c0650f6e",NA,NA,NA,NA,0
"1388","65465c5bc5a014ec683d55cf",NA,NA,NA,NA,0
"1389","661c09a749790db73f8faba5",NA,NA,NA,NA,0
"1390","66315563a848526fcfa7555b",NA,NA,NA,NA,0
"1391","665795d82a087799023aaf0e",NA,NA,NA,NA,0
"1392","66da162f5538535e93490441",NA,NA,NA,NA,0
"1393","676956116c1a3416bf7b2afe",NA,NA,NA,NA,0
"1394","695ea002344d7ca1605c747a",NA,NA,NA,NA,0
"1395","6965bd850ce22095dd7a84ca",NA,NA,NA,NA,0
"1396","6978d830c5d415696508430d",NA,NA,NA,NA,0
"1397","697a495862ac67423e8418b8",NA,NA,NA,NA,0
"1398","6980dfb784202dcf9736910f",NA,NA,NA,NA,0
"1399","69864a705614c15728117b35",NA,NA,NA,NA,0
"1400","6987875a0a8fa6ed9ef00726",NA,NA,NA,NA,0
"1401","699b610e2ba4bade6f39121b",NA,NA,NA,NA,0
"1402","699cebf39bc275a312ffd51c",NA,NA,NA,NA,0
"1403","699d45af20adaa6e1e89aa5a",NA,NA,NA,NA,0
"1404","699e3cc79b0d3d96b469ca49",NA,NA,NA,NA,0
"1405","69a0734d1d433d3694c8438f",NA,NA,NA,NA,0
"1406","69a6eb2bc679065ed1cecc51",NA,NA,NA,NA,0
"1407","69a8cff018bead25e4a5d848",NA,NA,NA,NA,0
"1408","69b19e44edf4d70aee145c16",NA,NA,NA,NA,0
"1409","69b3193cce0978ad6db9fe7c",NA,NA,NA,NA,0
"1410","69b5c6bdbcf55371066f5e73",NA,NA,NA,NA,0
"1411","69ba37faee13f176e7635323",NA,NA,NA,NA,0
"1412","69bdf2afe629d42bfc47997f",NA,NA,NA,NA,0
"1413","69c093d33989aa791c4e8b2d",NA,NA,NA,NA,0
"1414","69c1256faa88d6296c98d745",NA,NA,NA,NA,0
"1415","69c2f0033339865c279814ca",NA,NA,NA,NA,0
"1416","69c6ec3a92185003cf70ded5",NA,NA,NA,NA,0
"1417","69cc1fac2b52b1c4dd21cc7d",NA,NA,NA,NA,0
"1418","69cec122e3cb56c2e7000c6b",NA,NA,NA,NA,0
"1419","69d2a8765e19038ab2fc0f56",NA,NA,NA,NA,0
"1420","69d5632f4815bcc4cb7242bf",NA,NA,NA,NA,0
"1421","69d5c4d748bcaf8026c80573",NA,NA,NA,NA,0
"1422","69daf476f6bc0d990581aca6",NA,NA,NA,NA,0
"1423","69dbf4749918745fc7d8e820",NA,NA,NA,NA,0
"1424","69dc76f0a77a620367d666ec",NA,NA,NA,NA,0
"1425","69dfe696c433039b7add8013",NA,NA,NA,NA,0
"1426","69e599577d00fb31c54fb004",NA,NA,NA,NA,0
"1427","69e816058da70eddb5dbc3e1",NA,NA,NA,NA,0
"1428","69e957ad6c65e153a1c65ae2",NA,NA,NA,NA,0
"1429","69ed15278090fe4438301d5c",NA,NA,NA,NA,0
"1430","69efe0b03221edd72686c185",NA,NA,NA,NA,0
"1431","69f0438cc141b27ed949788e",NA,NA,NA,NA,0
"1432","69f3d4f3fb7630947c56f1eb",NA,NA,NA,NA,0
"1433","69f6484996726366cacd162c",NA,NA,NA,NA,0
"1434","69f674db81cb46678aae6391",NA,NA,NA,NA,0
"1435","69f7b962446b32b08d58a1df",NA,NA,NA,NA,0
"1436","69f86a04fe802de5002bb70b",NA,NA,NA,NA,0
"1437","69f8db35f08d6c337883fcb4",NA,NA,NA,NA,0
"1438","69fb3314a5e95601464d1fea",NA,NA,NA,NA,0
"1439","69fb86296fb6f0919bf31075",NA,NA,NA,NA,0
"1440","69fcc8642de981c893eb6958",NA,NA,NA,NA,0
"1441","69fce9e45d612732dd1ae4e2",NA,NA,NA,NA,0
"1442","69fd3605435216c2d93bc72f",NA,NA,NA,NA,0
"1443","6a00b0ca46e3f2822d0349b6",NA,NA,NA,NA,0
"1444","6a00b4c7593a89490830c18c",NA,NA,NA,NA,0
"1445","6a00dbcc626a780a8e5c07a4",NA,NA,NA,NA,0
"1446","6a012d3c523e7311f4e55f61",NA,NA,NA,NA,0
"1447","6a01e843af8198a220b44a18",NA,NA,NA,NA,0
"1448","6a021dc98c730b8d3ce0deca",NA,NA,NA,NA,0
"1449","6a023ad806e8158958e73b75",NA,NA,NA,NA,0
"1450","6a04948f1e40214a25ff2563",NA,NA,NA,NA,0
"1451","6a05131f0ad03d07dd77178e",NA,NA,NA,NA,0
"1452","6a07687bad5809e8867bdffb",NA,NA,NA,NA,0
"1453","6a0a0fd9f370053c3505dc0f",NA,NA,NA,NA,0
"1454","6a0b7296246f70341f078e55",NA,NA,NA,NA,0
"1455","6a0b756dd47d16a4c82f5589",NA,NA,NA,NA,0
"1456","6a0dbb470d44c02c7ec444f0",NA,NA,NA,NA,0
"1457","6a0dfefeb75ae8ac09c192c6",NA,NA,NA,NA,0
"1458","6a0e0a9490e868c044e21936",NA,NA,NA,NA,0
"1459","6a0e2d716e90edf1ea83dce1",NA,NA,NA,NA,0
"1460","6a0f1056788a67850f057de4",NA,NA,NA,NA,0
"1461","6a0fdfd2db4241c9e5eca29a",NA,NA,NA,NA,0
"1462","6a14434573bcee3f17b7f762",NA,NA,NA,NA,0
"1463","6a14c736578656591db6ea31",NA,NA,NA,NA,0
"1464","6a14c84872f3851ab32e8c01",NA,NA,NA,NA,0
"1465","6a14e67cf20909f60e34ae64",NA,NA,NA,NA,0
"1466","6a14ed7d826b3c0b54334269",NA,NA,NA,NA,0
"1467","6a150fcbc5238897c2c9408e",NA,NA,NA,NA,0
"1468","6a1582166cefcdcbed565058",NA,NA,NA,NA,0
"1469","6a15d5fb80117206e7200cf7",NA,NA,NA,NA,0
"1470","6a15dfdb880253e5b6b917f3",NA,NA,NA,NA,0
"1471","6a177f7ec67996448d9c7d41",NA,NA,NA,NA,0
"1472","6a18b37c0157d881234ed29f",NA,NA,NA,NA,0
"1473","6a199661a2f63c5bf9835b2e",NA,NA,NA,NA,0
"1474","6a1a3e6d47ea4b557072cc4d",NA,NA,NA,NA,0
"1475","6a1ae40320c9511f890515f7",NA,NA,NA,NA,0
"1476","6a1b544246f12219f033d3c3",NA,NA,NA,NA,0
"1477","6a1cb95bf369926ac77ea9e5",NA,NA,NA,NA,0
"1478","6a1de36b3f5c6160ff6bf6a4",NA,NA,NA,NA,0
"1479","6a1f0ef7a64d44c972d3a5f7",NA,NA,NA,NA,0
"1480","6a1f832105dd8c89b5e930ad",NA,NA,NA,NA,0
"1481","6a2222ff6e1036656b0d5d08",NA,NA,NA,NA,0
"1482","6a232745f21e165e2b54ed58",NA,NA,NA,NA,0
"1483","6a2482e9af72b55296872b0d",NA,NA,NA,NA,0
"1484","6a2589e7b0645f2f7f1cc52c",NA,NA,NA,NA,0
"1485","6a3607f677860830aca5bdeb",NA,NA,NA,NA,0
"1486","62c5f85ccf34c8d9c0650f6e",NA,NA,NA,NA,0
"1487","65465c5bc5a014ec683d55cf",NA,NA,NA,NA,0
"1488","661c09a749790db73f8faba5",NA,NA,NA,NA,0
"1489","66315563a848526fcfa7555b",NA,NA,NA,NA,0
"1490","665795d82a087799023aaf0e",NA,NA,NA,NA,0
"1491","66da162f5538535e93490441",NA,NA,NA,NA,0
"1492","676956116c1a3416bf7b2afe",NA,NA,NA,NA,0
"1493","695ea002344d7ca1605c747a",NA,NA,NA,NA,0
"1494","6965bd850ce22095dd7a84ca",NA,NA,NA,NA,0
"1495","6978d830c5d415696508430d",NA,NA,NA,NA,0
"1496","697a495862ac67423e8418b8",NA,NA,NA,NA,0
"1497","6980dfb784202dcf9736910f",NA,NA,NA,NA,0
"1498","69864a705614c15728117b35",NA,NA,NA,NA,0
"1499","6987875a0a8fa6ed9ef00726",NA,NA,NA,NA,0
"1500","699b610e2ba4bade6f39121b",NA,NA,NA,NA,0
"1501","699cebf39bc275a312ffd51c",NA,NA,NA,NA,0
"1502","699d45af20adaa6e1e89aa5a",NA,NA,NA,NA,0
"1503","699e3cc79b0d3d96b469ca49",NA,NA,NA,NA,0
"1504","69a0734d1d433d3694c8438f",NA,NA,NA,NA,0
"1505","69a6eb2bc679065ed1cecc51",NA,NA,NA,NA,0
"1506","69a8cff018bead25e4a5d848",NA,NA,NA,NA,0
"1507","69b19e44edf4d70aee145c16",NA,NA,NA,NA,0
"1508","69b3193cce0978ad6db9fe7c",NA,NA,NA,NA,0
"1509","69b5c6bdbcf55371066f5e73",NA,NA,NA,NA,0
"1510","69ba37faee13f176e7635323",NA,NA,NA,NA,0
"1511","69bdf2afe629d42bfc47997f",NA,NA,NA,NA,0
"1512","69c093d33989aa791c4e8b2d",NA,NA,NA,NA,0
"1513","69c1256faa88d6296c98d745",NA,NA,NA,NA,0
"1514","69c2f0033339865c279814ca",NA,NA,NA,NA,0
"1515","69c6ec3a92185003cf70ded5",NA,NA,NA,NA,0
"1516","69cc1fac2b52b1c4dd21cc7d",NA,NA,NA,NA,0
"1517","69cec122e3cb56c2e7000c6b",NA,NA,NA,NA,0
"1518","69d2a8765e19038ab2fc0f56",NA,NA,NA,NA,0
"1519","69d5632f4815bcc4cb7242bf",NA,NA,NA,NA,0
"1520","69d5c4d748bcaf8026c80573",NA,NA,NA,NA,0
"1521","69daf476f6bc0d990581aca6",NA,NA,NA,NA,0
"1522","69dbf4749918745fc7d8e820",NA,NA,NA,NA,0
"1523","69dc76f0a77a620367d666ec",NA,NA,NA,NA,0
"1524","69dfe696c433039b7add8013",NA,NA,NA,NA,0
"1525","69e599577d00fb31c54fb004",NA,NA,NA,NA,0
"1526","69e816058da70eddb5dbc3e1",NA,NA,NA,NA,0
"1527","69e957ad6c65e153a1c65ae2",NA,NA,NA,NA,0
"1528","69ed15278090fe4438301d5c",NA,NA,NA,NA,0
"1529","69efe0b03221edd72686c185",NA,NA,NA,NA,0
"1530","69f0438cc141b27ed949788e",NA,NA,NA,NA,0
"1531","69f3d4f3fb7630947c56f1eb",NA,NA,NA,NA,0
"1532","69f6484996726366cacd162c",NA,NA,NA,NA,0
"1533","69f674db81cb46678aae6391",NA,NA,NA,NA,0
"1534","69f7b962446b32b08d58a1df",NA,NA,NA,NA,0
"1535","69f86a04fe802de5002bb70b",NA,NA,NA,NA,0
"1536","69f8db35f08d6c337883fcb4",NA,NA,NA,NA,0
"1537","69fb3314a5e95601464d1fea",NA,NA,NA,NA,0
"1538","69fb86296fb6f0919bf31075",NA,NA,NA,NA,0
"1539","69fcc8642de981c893eb6958",NA,NA,NA,NA,0
"1540","69fce9e45d612732dd1ae4e2",NA,NA,NA,NA,0
"1541","69fd3605435216c2d93bc72f",NA,NA,NA,NA,0
"1542","6a00b0ca46e3f2822d0349b6",NA,NA,NA,NA,0
"1543","6a00b4c7593a89490830c18c",NA,NA,NA,NA,0
"1544","6a00dbcc626a780a8e5c07a4",NA,NA,NA,NA,0
"1545","6a012d3c523e7311f4e55f61",NA,NA,NA,NA,0
"1546","6a01e843af8198a220b44a18",NA,NA,NA,NA,0
"1547","6a021dc98c730b8d3ce0deca",NA,NA,NA,NA,0
"1548","6a023ad806e8158958e73b75",NA,NA,NA,NA,0
"1549","6a04948f1e40214a25ff2563",NA,NA,NA,NA,0
"1550","6a05131f0ad03d07dd77178e",NA,NA,NA,NA,0
"1551","6a07687bad5809e8867bdffb",NA,NA,NA,NA,0
"1552","6a0a0fd9f370053c3505dc0f",NA,NA,NA,NA,0
"1553","6a0b7296246f70341f078e55",NA,NA,NA,NA,0
"1554","6a0b756dd47d16a4c82f5589",NA,NA,NA,NA,0
"1555","6a0dbb470d44c02c7ec444f0",NA,NA,NA,NA,0
"1556","6a0dfefeb75ae8ac09c192c6",NA,NA,NA,NA,0
"1557","6a0e0a9490e868c044e21936",NA,NA,NA,NA,0
"1558","6a0e2d716e90edf1ea83dce1",NA,NA,NA,NA,0
"1559","6a0f1056788a67850f057de4",NA,NA,NA,NA,0
"1560","6a0fdfd2db4241c9e5eca29a",NA,NA,NA,NA,0
"1561","6a14434573bcee3f17b7f762",NA,NA,NA,NA,0
"1562","6a14c736578656591db6ea31",NA,NA,NA,NA,0
"1563","6a14c84872f3851ab32e8c01",NA,NA,NA,NA,0
"1564","6a14e67cf20909f60e34ae64",NA,NA,NA,NA,0
"1565","6a14ed7d826b3c0b54334269",NA,NA,NA,NA,0
"1566","6a150fcbc5238897c2c9408e",NA,NA,NA,NA,0
"1567","6a1582166cefcdcbed565058",NA,NA,NA,NA,0
"1568","6a15d5fb80117206e7200cf7",NA,NA,NA,NA,0
"1569","6a15dfdb880253e5b6b917f3",NA,NA,NA,NA,0
"1570","6a177f7ec67996448d9c7d41",NA,NA,NA,NA,0
"1571","6a18b37c0157d881234ed29f",NA,NA,NA,NA,0
"1572","6a199661a2f63c5bf9835b2e",NA,NA,NA,NA,0
"1573","6a1a3e6d47ea4b557072cc4d",NA,NA,NA,NA,0
"1574","6a1ae40320c9511f890515f7",NA,NA,NA,NA,0
"1575","6a1b544246f12219f033d3c3",NA,NA,NA,NA,0
"1576","6a1cb95bf369926ac77ea9e5",NA,NA,NA,NA,0
"1577","6a1de36b3f5c6160ff6bf6a4",NA,NA,NA,NA,0
"1578","6a1f0ef7a64d44c972d3a5f7",NA,NA,NA,NA,0
"1579","6a1f832105dd8c89b5e930ad",NA,NA,NA,NA,0
"1580","6a2222ff6e1036656b0d5d08",NA,NA,NA,NA,0
"1581","6a232745f21e165e2b54ed58",NA,NA,NA,NA,0
"1582","6a2482e9af72b55296872b0d",NA,NA,NA,NA,0
"1583","6a2589e7b0645f2f7f1cc52c",NA,NA,NA,NA,0
"1584","6a3607f677860830aca5bdeb",NA,NA,NA,NA,0
"1585","62c5f85ccf34c8d9c0650f6e",NA,NA,NA,NA,0
"1586","65465c5bc5a014ec683d55cf",NA,NA,NA,NA,0
"1587","661c09a749790db73f8faba5",NA,NA,NA,NA,0
"1588","66315563a848526fcfa7555b",NA,NA,NA,NA,0
"1589","665795d82a087799023aaf0e",NA,NA,NA,NA,0
"1590","66da162f5538535e93490441",NA,NA,NA,NA,0
"1591","676956116c1a3416bf7b2afe",NA,NA,NA,NA,0
"1592","695ea002344d7ca1605c747a",NA,NA,NA,NA,0
"1593","6965bd850ce22095dd7a84ca",NA,NA,NA,NA,0
"1594","6978d830c5d415696508430d",NA,NA,NA,NA,0
"1595","697a495862ac67423e8418b8",NA,NA,NA,NA,0
"1596","6980dfb784202dcf9736910f",NA,NA,NA,NA,0
"1597","69864a705614c15728117b35",NA,NA,NA,NA,0
"1598","6987875a0a8fa6ed9ef00726",NA,NA,NA,NA,0
"1599","699b610e2ba4bade6f39121b",NA,NA,NA,NA,0
"1600","699cebf39bc275a312ffd51c",NA,NA,NA,NA,0
"1601","699d45af20adaa6e1e89aa5a",NA,NA,NA,NA,0
"1602","699e3cc79b0d3d96b469ca49",NA,NA,NA,NA,0
"1603","69a0734d1d433d3694c8438f",NA,NA,NA,NA,0
"1604","69a6eb2bc679065ed1cecc51",NA,NA,NA,NA,0
"1605","69a8cff018bead25e4a5d848",NA,NA,NA,NA,0
"1606","69b19e44edf4d70aee145c16",NA,NA,NA,NA,0
"1607","69b3193cce0978ad6db9fe7c",NA,NA,NA,NA,0
"1608","69b5c6bdbcf55371066f5e73",NA,NA,NA,NA,0
"1609","69ba37faee13f176e7635323",NA,NA,NA,NA,0
"1610","69bdf2afe629d42bfc47997f",NA,NA,NA,NA,0
"1611","69c093d33989aa791c4e8b2d",NA,NA,NA,NA,0
"1612","69c1256faa88d6296c98d745",NA,NA,NA,NA,0
"1613","69c2f0033339865c279814ca",NA,NA,NA,NA,0
"1614","69c6ec3a92185003cf70ded5",NA,NA,NA,NA,0
"1615","69cc1fac2b52b1c4dd21cc7d",NA,NA,NA,NA,0
"1616","69cec122e3cb56c2e7000c6b",NA,NA,NA,NA,0
"1617","69d2a8765e19038ab2fc0f56",NA,NA,NA,NA,0
"1618","69d5632f4815bcc4cb7242bf",NA,NA,NA,NA,0
"1619","69d5c4d748bcaf8026c80573",NA,NA,NA,NA,0
"1620","69daf476f6bc0d990581aca6",NA,NA,NA,NA,0
"1621","69dbf4749918745fc7d8e820",NA,NA,NA,NA,0
"1622","69dc76f0a77a620367d666ec",NA,NA,NA,NA,0
"1623","69dfe696c433039b7add8013",NA,NA,NA,NA,0
"1624","69e599577d00fb31c54fb004",NA,NA,NA,NA,0
"1625","69e816058da70eddb5dbc3e1",NA,NA,NA,NA,0
"1626","69e957ad6c65e153a1c65ae2",NA,NA,NA,NA,0
"1627","69ed15278090fe4438301d5c",NA,NA,NA,NA,0
"1628","69efe0b03221edd72686c185",NA,NA,NA,NA,0
"1629","69f0438cc141b27ed949788e",NA,NA,NA,NA,0
"1630","69f3d4f3fb7630947c56f1eb",NA,NA,NA,NA,0
"1631","69f6484996726366cacd162c",NA,NA,NA,NA,0
"1632","69f674db81cb46678aae6391",NA,NA,NA,NA,0
"1633","69f7b962446b32b08d58a1df",NA,NA,NA,NA,0
"1634","69f86a04fe802de5002bb70b",NA,NA,NA,NA,0
"1635","69f8db35f08d6c337883fcb4",NA,NA,NA,NA,0
"1636","69fb3314a5e95601464d1fea",NA,NA,NA,NA,0
"1637","69fb86296fb6f0919bf31075",NA,NA,NA,NA,0
"1638","69fcc8642de981c893eb6958",NA,NA,NA,NA,0
"1639","69fce9e45d612732dd1ae4e2",NA,NA,NA,NA,0
"1640","69fd3605435216c2d93bc72f",NA,NA,NA,NA,0
"1641","6a00b0ca46e3f2822d0349b6",NA,NA,NA,NA,0
"1642","6a00b4c7593a89490830c18c",NA,NA,NA,NA,0
"1643","6a00dbcc626a780a8e5c07a4",NA,NA,NA,NA,0
"1644","6a012d3c523e7311f4e55f61",NA,NA,NA,NA,0
"1645","6a01e843af8198a220b44a18",NA,NA,NA,NA,0
"1646","6a021dc98c730b8d3ce0deca",NA,NA,NA,NA,0
"1647","6a023ad806e8158958e73b75",NA,NA,NA,NA,0
"1648","6a04948f1e40214a25ff2563",NA,NA,NA,NA,0
"1649","6a05131f0ad03d07dd77178e",NA,NA,NA,NA,0
"1650","6a07687bad5809e8867bdffb",NA,NA,NA,NA,0
"1651","6a0a0fd9f370053c3505dc0f",NA,NA,NA,NA,0
"1652","6a0b7296246f70341f078e55",NA,NA,NA,NA,0
"1653","6a0b756dd47d16a4c82f5589",NA,NA,NA,NA,0
"1654","6a0dbb470d44c02c7ec444f0",NA,NA,NA,NA,0
"1655","6a0dfefeb75ae8ac09c192c6",NA,NA,NA,NA,0
"1656","6a0e0a9490e868c044e21936",NA,NA,NA,NA,0
"1657","6a0e2d716e90edf1ea83dce1",NA,NA,NA,NA,0
"1658","6a0f1056788a67850f057de4",NA,NA,NA,NA,0
"1659","6a0fdfd2db4241c9e5eca29a",NA,NA,NA,NA,0
"1660","6a14434573bcee3f17b7f762",NA,NA,NA,NA,0
"1661","6a14c736578656591db6ea31",NA,NA,NA,NA,0
"1662","6a14c84872f3851ab32e8c01",NA,NA,NA,NA,0
"1663","6a14e67cf20909f60e34ae64",NA,NA,NA,NA,0
"1664","6a14ed7d826b3c0b54334269",NA,NA,NA,NA,0
"1665","6a150fcbc5238897c2c9408e",NA,NA,NA,NA,0
"1666","6a1582166cefcdcbed565058",NA,NA,NA,NA,0
"1667","6a15d5fb80117206e7200cf7",NA,NA,NA,NA,0
"1668","6a15dfdb880253e5b6b917f3",NA,NA,NA,NA,0
"1669","6a177f7ec67996448d9c7d41",NA,NA,NA,NA,0
"1670","6a18b37c0157d881234ed29f",NA,NA,NA,NA,0
"1671","6a199661a2f63c5bf9835b2e",NA,NA,NA,NA,0
"1672","6a1a3e6d47ea4b557072cc4d",NA,NA,NA,NA,0
"1673","6a1ae40320c9511f890515f7",NA,NA,NA,NA,0
"1674","6a1b544246f12219f033d3c3",NA,NA,NA,NA,0
"1675","6a1cb95bf369926ac77ea9e5",NA,NA,NA,NA,0
"1676","6a1de36b3f5c6160ff6bf6a4",NA,NA,NA,NA,0
"1677","6a1f0ef7a64d44c972d3a5f7",NA,NA,NA,NA,0
"1678","6a1f832105dd8c89b5e930ad",NA,NA,NA,NA,0
"1679","6a2222ff6e1036656b0d5d08",NA,NA,NA,NA,0
"1680","6a232745f21e165e2b54ed58",NA,NA,NA,NA,0
"1681","6a2482e9af72b55296872b0d",NA,NA,NA,NA,0
"1682","6a2589e7b0645f2f7f1cc52c",NA,NA,NA,NA,0
"1683","6a3607f677860830aca5bdeb",NA,NA,NA,NA,0
